,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.24610522109295052,0.28043654422993924,0.30404108100688954,0.26540777556392264,0.2692047841440115,0.3086469113905096,0.2905944326156783,0.2901659747309747,0.32976486874943567,0.5757770245085404,0.5458027531419196,0.5910524348549494,0.5952650218539486,0.5569290574908795,0.578279770949468
1,0.27363375276961166,0.2848930667638476,0.32072723143595466,0.2591503522472803,0.30228689909401574,0.3213385476116677,0.3040857844216737,0.3010656375750903,0.3168723547185961,0.5940352174277239,0.5480354043064277,0.6049530667735344,0.5830874344676815,0.5315150009082084,0.5764722439607883
2,0.24283486712476168,0.294087873589301,0.31155024462564007,0.29815168935843894,0.28515431056659846,0.3299772337105242,0.2629270585986821,0.2953581500430217,0.306945662955618,0.5977701574570986,0.5380803597258432,0.5848248121935589,0.5878103285043725,0.5677679135894336,0.5998575123049941
3,0.2591258002138638,0.27688384380180764,0.2959386928886086,0.28940175537377716,0.312442298415211,0.3109565624460464,0.2541259194219778,0.30242117046833217,0.3159692099345764,0.6072500759811701,0.5571918597659724,0.575965735197133,0.6122421836650298,0.5324198105119254,0.5849486177017946
4,0.27132461361129356,0.33206233800329155,0.3288825448027956,0.28848145891769433,0.2842195926635517,0.2796101311610629,0.31941562361213544,0.2866029453146902,0.31230556238342017,0.5860806700292415,0.5665963380097007,0.5639928860340588,0.5869621437099176,0.5301832773137799,0.5921979448347274
5,0.2597215297552799,0.30034257429798017,0.3253304839776954,0.284955503861099,0.2849670832597895,0.3284804121346398,0.2495449444953905,0.2675766786187037,0.3299667602941437,0.5862887744465366,0.5233679455568337,0.5837568059367616,0.5810615736339584,0.5415295671138517,0.551826176254816
6,0.25565565876041,0.2922575277671181,0.3002852839160836,0.26760156182512385,0.3270757789544516,0.3047939112948171,0.3150580276339302,0.27191366521095706,0.3511498990931714,0.6205802042102544,0.5649092948752457,0.5941992423206021,0.6064171686162836,0.5469212105994367,0.5993747748305206
7,0.23247406325084846,0.3207653511108686,0.3216892373546203,0.253944685611759,0.29580768246542827,0.34155067052781624,0.31635798428828854,0.3054732127654778,0.34410713132074433,0.6135586108897827,0.5539510837449648,0.5975124896283486,0.5975171702075862,0.5373872514958598,0.5775731072386354
8,0.25334751179646836,0.3151702156510237,0.30985001792957534,0.2701101721884164,0.2838838116259707,0.3314771020740487,0.3060800445320123,0.2978274540274403,0.3361047880644076,0.5986941753434087,0.5409111842882905,0.568910140370547,0.6087449897462298,0.5423754817096071,0.5673040109811477
9,0.2656488393840879,0.2901238918781134,0.322463739801436,0.2693722994248755,0.2691059638895633,0.30088406307004556,0.2967738751111967,0.2678120338902436,0.3246746282420698,0.6000400843573581,0.5439060904540123,0.6094038887909886,0.6184975514362201,0.5292142305353494,0.5719979705863907
10,0.23863606990162065,0.30739955988292433,0.3250055744189534,0.28057808692159697,0.31069357187744184,0.3192325160676756,0.26703046771799266,0.26753575736645996,0.3241055749136616,0.5764814702428805,0.538469354945095,0.6123938982196064,0.6098864690274289,0.5531048892640169,0.5647457445192999
11,0.2623987510725585,0.29937584215862256,0.3490419216147823,0.2768001968675906,0.3197808666190839,0.322274397461614,0.30294562973003036,0.28111224638551985,0.3304277371380363,0.621956101618641,0.5443445072440886,0.5870641576000147,0.5893369842456863,0.5610549527667181,0.5753552187431717
12,0.27100823993816925,0.29802821975490434,0.3328926708661723,0.2762326757779464,0.31164256544265434,0.3351095196757383,0.29435787397148566,0.29327678937442075,0.3433751144223352,0.6155602314812216,0.5380353455541468,0.5788978770344659,0.6111539150507386,0.5563434826126858,0.5738579709109541
13,0.2670400925097859,0.28574319214497135,0.33422244534909923,0.2922878444194135,0.2762985338292275,0.31216342925185486,0.27387355830551885,0.2960018994970486,0.31014385205871187,0.6340161244969271,0.56313099098467,0.5943945719152699,0.6187516130234219,0.5374950129941433,0.5823265545714322
14,0.26239668669429944,0.29233215496406634,0.3220909747826144,0.29115578036942197,0.3373282390133556,0.3205643399342764,0.27673734403782396,0.26853956735823437,0.33591834825603417,0.5980172768540307,0.5531874730419658,0.5841454031646625,0.6037307984163189,0.5289198393470724,0.5774786880602388
15,0.251450684668724,0.3049802691014452,0.3082348219125413,0.2930498242875647,0.28171614590184346,0.33786696960058277,0.2692194399169065,0.2732200906416295,0.31443874228422886,0.6107750657652873,0.5221327438522937,0.5733154768805371,0.5881321553152273,0.5619138012009746,0.5731445297571871
