,0
0,8.49794331542854
1,2.6681147337730544
2,5.6074703198373275
3,2.6157169024670726
4,2.4923633067910687
5,4.778458316790459
6,2.031566767291922
7,7.013368487437646
8,182.52367871703032
9,6.3270060381518665
10,4.175390859452032
11,0.8445324135405974
12,5.281886804327235
13,2.0535161355713325
